WELLNESS_life_satisfaction,DEMO_household_income,WORK_hours_per_week,CONNECTION_social_num_close_friends_p3m
10,"$25,000 to $29,999",0,NA
8,NA,NA,NA
10,Presented but no response,6,NA
5,"$15,000 to $19,999",8,NA
1,Presented but no response,NA,NA
7,Presented but no response,0,1
8,"$70,000 to $79,999",3,NA
NA,"$15,000 to $19,999",NA,NA
7,"$30,000 to $34,999",0,NA
10,NA,NA,NA
5,"$90,000 to $99,999",35,NA
NA,NA,NA,NA
2,"$25,000 to $29,999",15,NA
6,NA,NA,0
5,NA,NA,0
8,NA,NA,NA
1,"$15,000 to $19,999",0,NA
4,"$35,000 to $39,999",1,NA
4,"$45,000 to $49,999",38,3
1,"$15,000 to $19,999",40,NA
8,"$70,000 to $79,999",6,NA
4,Presented but no response,NA,NA
5,"$120,000 to $129,999",NA,0
NA,NA,NA,NA
NA,NA,NA,NA
1,"$35,000 to $39,999",6,NA
NA,NA,NA,NA
5,"$25,000 to $29,999",NA,1
10,NA,NA,0
10,"$15,000 to $19,999",0,NA
NA,NA,NA,NA
5,"$60,000 to $69,999",5,NA
6,"$40,000 to $44,999",0,0
6,"$20,000 to $24,999",NA,6
5,"$100,000 to $109,999",NA,1
3,"$20,000 to $24,999",3,NA
7,"$40,000 to $44,999",15,2
6,"$5,000 to $9,999",NA,2
7,"$70,000 to $79,999",28,8
5,"$20,000 to $24,999",NA,2
8,"$60,000 to $69,999",0,2
5,"$40,000 to $44,999",38,1
5,NA,NA,3
1,"$10,000 to $14,999",0,0
6,"$90,000 to $99,999",0,NA
7,NA,NA,NA
7,"$50,000 to $59,999",0,2
7,NA,NA,NA
10,"$20,000 to $24,999",40,NA
8,"$20,000 to $24,999",10,5
NA,NA,NA,NA
NA,NA,NA,NA
7,"$100,000 to $109,999",35,NA
7,"$90,000 to $99,999",36,3
NA,NA,NA,NA
3,"$20,000 to $24,999",0,3
7,NA,NA,0
8,"$80,000 to $89,999",0,NA
8,"$100,000 to $109,999",0,0
8,"$25,000 to $29,999",0,NA
7,NA,NA,NA
10,"$80,000 to $89,999",NA,0
NA,NA,NA,NA
5,NA,NA,8
7,"$25,000 to $29,999",NA,4
9,"$50,000 to $59,999",35,NA
5,NA,NA,NA
4,"$70,000 to $79,999",NA,0
1,"$25,000 to $29,999",50,NA
6,"$160,000 to $169,999",NA,NA
7,"$90,000 to $99,999",8,NA
2,"$60,000 to $69,999",NA,0
2,"$60,000 to $69,999",3,2
10,"$70,000 to $79,999",NA,6
NA,NA,NA,NA
NA,NA,NA,NA
4,NA,NA,NA
5,"$100,000 to $109,999",35,1
5,NA,NA,NA
9,"$60,000 to $69,999",7,4
6,"$5,000 to $9,999",20,NA
7,NA,NA,NA
5,"$45,000 to $49,999",NA,5
10,"$60,000 to $69,999",NA,NA
NA,NA,NA,NA
7,"$60,000 to $69,999",0,3
2,"$20,000 to $24,999",0,NA
3,"$50,000 to $59,999",NA,0
6,"$80,000 to $89,999",NA,18
6,"$50,000 to $59,999",8,NA
5,"$50,000 to $59,999",NA,4
8,NA,NA,NA
7,NA,NA,NA
5,"$40,000 to $44,999",0,NA
NA,NA,NA,NA
6,"$5,000 to $9,999",1,2
5,"$70,000 to $79,999",40,5
NA,NA,NA,NA
8,"$20,000 to $24,999",8,NA
7,NA,NA,NA
8,"$130,000 to $139,999",40,NA
10,"$40,000 to $44,999",NA,3
10,"$35,000 to $39,999",35,NA
4,NA,NA,NA
4,NA,NA,NA
6,"$80,000 to $89,999",35,NA
7,"$30,000 to $34,999",28,1
7,NA,NA,NA
5,NA,NA,NA
7,"$70,000 to $79,999",NA,3
8,Presented but no response,0,6
NA,NA,NA,NA
2,"$200,000 or more",40,1
5,"$200,000 or more",14,3
4,NA,NA,NA
7,"$110,000 to $119,999",37.5,NA
8,"$15,000 to $19,999",25,6
8,"$140,000 to $149,999",NA,4
NA,NA,NA,NA
4,NA,NA,NA
NA,NA,NA,NA
8,"$35,000 to $39,999",NA,NA
5,NA,NA,NA
7,"$110,000 to $119,999",25,NA
1,NA,NA,NA
8,NA,NA,9
NA,NA,NA,NA
6,"$50,000 to $59,999",35,4
10,"$15,000 to $19,999",38,NA
4,"$180,000 to $189,999",0,1
4,"$45,000 to $49,999",0,NA
NA,NA,NA,NA
1,"$15,000 to $19,999",NA,0
6,"$20,000 to $24,999",0,NA
4,NA,NA,1
NA,NA,NA,NA
5,"$45,000 to $49,999",NA,3
8,"$100,000 to $109,999",35,3
5,NA,NA,NA
6,"$35,000 to $39,999",NA,3
10,"$200,000 or more",35,NA
NA,NA,NA,NA
7,"$200,000 or more",25,7
3,"$35,000 to $39,999",NA,1
NA,Presented but no response,NA,NA
6,"$25,000 to $29,999",NA,1
NA,NA,NA,NA
5,"$50,000 to $59,999",35,NA
4,"$40,000 to $44,999",36,0
7,NA,NA,NA
9,NA,NA,NA
1,"$15,000 to $19,999",30,NA
NA,NA,NA,NA
8,"$100,000 to $109,999",0,NA
7,"$150,000 to $159,999",0,NA
4,"$80,000 to $89,999",40,4
7,"$130,000 to $139,999",NA,NA
7,"$30,000 to $34,999",0,0
4,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
6,Presented but no response,10,5
5,NA,NA,NA
7,"$20,000 to $24,999",0,2
NA,NA,NA,NA
7,NA,NA,NA
9,"$70,000 to $79,999",39,3
7,"$35,000 to $39,999",20,NA
NA,NA,NA,NA
4,"$60,000 to $69,999",NA,52
5,"$45,000 to $49,999",65,NA
8,NA,NA,4
NA,NA,NA,NA
5,"$5,000 to $9,999",20,NA
6,"$35,000 to $39,999",8,NA
5,"$120,000 to $129,999",NA,4
8,NA,NA,NA
6,"$140,000 to $149,999",38,NA
9,"$30,000 to $34,999",0,6
8,"$15,000 to $19,999",NA,1
NA,NA,NA,NA
8,NA,NA,NA
2,"$40,000 to $44,999",NA,20
3,"$20,000 to $24,999",8,NA
NA,NA,NA,NA
8,"$170,000 to $179,999",35,1
10,"$180,000 to $189,999",NA,6
8,"$50,000 to $59,999",NA,3
3,"$5,000 to $9,999",8,NA
7,"$150,000 to $159,999",NA,44
5,NA,NA,NA
7,NA,NA,NA
6,"$25,000 to $29,999",NA,5
10,NA,NA,3
10,"$20,000 to $24,999",40,NA
6,"$15,000 to $19,999",NA,3
8,NA,NA,NA
5,"$90,000 to $99,999",NA,1
6,NA,NA,NA
NA,NA,NA,NA
NA,Presented but no response,NA,NA
7,"$40,000 to $44,999",40,NA
NA,NA,NA,NA
7,"$100,000 to $109,999",NA,10
6,"$35,000 to $39,999",NA,4
9,"$25,000 to $29,999",NA,6
3,"$35,000 to $39,999",30,NA
4,"$50,000 to $59,999",50,NA
NA,NA,NA,NA
8,"$80,000 to $89,999",40,2
8,"$70,000 to $79,999",NA,3
6,"$70,000 to $79,999",40,NA
6,NA,NA,NA
10,"$25,000 to $29,999",NA,10
NA,NA,NA,0
5,"$150,000 to $159,999",NA,0
4,NA,NA,NA
3,"Under $5,000",10,NA
7,NA,NA,NA
6,NA,NA,NA
NA,NA,NA,NA
7,"$35,000 to $39,999",NA,1
4,NA,NA,NA
6,"$90,000 to $99,999",0,2
6,"$60,000 to $69,999",NA,12
NA,NA,NA,NA
7,"$60,000 to $69,999",48,4
9,NA,NA,NA
9,NA,NA,NA
NA,NA,NA,NA
8,NA,NA,NA
7,"$40,000 to $44,999",35,NA
8,"$35,000 to $39,999",35,NA
NA,NA,NA,NA
1,Presented but no response,NA,1
6,NA,NA,3
6,"$80,000 to $89,999",NA,7
9,"$30,000 to $34,999",8,NA
NA,NA,NA,NA
9,NA,NA,NA
6,NA,NA,NA
5,"$20,000 to $24,999",30,4
NA,NA,NA,NA
5,"$80,000 to $89,999",NA,12
3,Presented but no response,25,1
7,"$10,000 to $14,999",25,NA
9,NA,NA,NA
5,"Under $5,000",NA,3
NA,NA,NA,NA
7,"$40,000 to $44,999",NA,3
8,"$15,000 to $19,999",NA,1
6,"$10,000 to $14,999",0,NA
6,"$15,000 to $19,999",8,NA
NA,NA,NA,NA
10,"$110,000 to $119,999",6,NA
NA,NA,NA,NA
6,"$150,000 to $159,999",0,6
4,NA,NA,0
6,"$20,000 to $24,999",NA,4
6,"$50,000 to $59,999",0,NA
5,Presented but no response,NA,NA
8,"$40,000 to $44,999",0,NA
6,"$70,000 to $79,999",0,2
10,"$20,000 to $24,999",0,2
7,"$35,000 to $39,999",0,1
5,"$200,000 or more",0,NA
NA,NA,NA,NA
6,NA,NA,NA
9,NA,NA,NA
7,"$15,000 to $19,999",0,NA
7,NA,NA,NA
7,"$90,000 to $99,999",NA,0
6,NA,NA,NA
8,"$50,000 to $59,999",35,NA
7,NA,NA,NA
7,NA,NA,NA
3,NA,NA,NA
8,Presented but no response,15,NA
3,"$50,000 to $59,999",NA,12
9,"$100,000 to $109,999",NA,9
5,Presented but no response,0,9
6,"$60,000 to $69,999",NA,10
7,"$180,000 to $189,999",24,NA
8,NA,NA,NA
6,"$30,000 to $34,999",30,45
5,NA,NA,0
8,"$35,000 to $39,999",40,NA
8,NA,NA,NA
8,"$120,000 to $129,999",40,NA
6,"$90,000 to $99,999",10,NA
4,NA,NA,NA
8,"$60,000 to $69,999",NA,NA
8,"$150,000 to $159,999",25,NA
NA,Presented but no response,NA,NA
9,Presented but no response,NA,4
6,"$20,000 to $24,999",NA,1
5,"$15,000 to $19,999",0,3
NA,NA,NA,NA
6,NA,NA,NA
NA,NA,NA,NA
3,NA,NA,NA
NA,NA,NA,NA
5,"$25,000 to $29,999",NA,2
6,"$60,000 to $69,999",NA,3
10,Presented but no response,8,NA
7,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
10,"$60,000 to $69,999",0,NA
7,"$15,000 to $19,999",NA,NA
6,Presented but no response,35,2
5,"$60,000 to $69,999",60,NA
3,"$60,000 to $69,999",NA,2
10,Presented but no response,NA,NA
10,NA,NA,NA
3,NA,NA,NA
10,"$40,000 to $44,999",32,NA
9,Presented but no response,NA,0
6,"$190,000 to $199,999",20,8
8,"$100,000 to $109,999",35,NA
NA,NA,NA,NA
8,"$40,000 to $44,999",NA,3
3,"$80,000 to $89,999",40,NA
9,"$120,000 to $129,999",0,NA
NA,NA,NA,NA
3,"$70,000 to $79,999",35,0
5,NA,NA,NA
4,NA,NA,NA
9,NA,NA,NA
4,"$35,000 to $39,999",NA,0
NA,NA,NA,NA
3,"$40,000 to $44,999",0,NA
1,NA,NA,NA
2,NA,NA,NA
1,"$50,000 to $59,999",0,NA
7,"$35,000 to $39,999",0,2
4,"$15,000 to $19,999",40,1
7,"$90,000 to $99,999",35,NA
3,"$25,000 to $29,999",4,NA
6,"$80,000 to $89,999",NA,4
6,"$90,000 to $99,999",NA,16
1,"$80,000 to $89,999",85,1
1,"$15,000 to $19,999",5,NA
7,Presented but no response,NA,NA
6,"$150,000 to $159,999",45,2
7,"$25,000 to $29,999",NA,4
8,NA,NA,3
NA,NA,NA,NA
9,"$80,000 to $89,999",40,136
4,NA,NA,NA
6,NA,NA,NA
2,NA,NA,NA
2,"$10,000 to $14,999",5,NA
10,"$10,000 to $14,999",NA,NA
5,"$30,000 to $34,999",35,NA
NA,NA,NA,NA
4,"$200,000 or more",35,2
3,"$30,000 to $34,999",0,1
4,"$140,000 to $149,999",6,NA
8,"$60,000 to $69,999",40,NA
8,NA,NA,NA
NA,NA,NA,NA
8,NA,NA,NA
2,"$15,000 to $19,999",0,2
7,"$80,000 to $89,999",NA,4
NA,NA,NA,NA
9,"$20,000 to $24,999",5,NA
NA,"$15,000 to $19,999",37,0
6,"$20,000 to $24,999",32,2
4,"$25,000 to $29,999",NA,5
7,"$70,000 to $79,999",40,4
9,"$10,000 to $14,999",30,30
NA,NA,NA,NA
8,"$50,000 to $59,999",NA,0
1,"$50,000 to $59,999",0,NA
3,NA,NA,NA
1,NA,NA,NA
5,Presented but no response,NA,NA
5,"$35,000 to $39,999",0,1
7,"$40,000 to $44,999",NA,3
8,"$190,000 to $199,999",40,NA
8,Presented but no response,NA,4
5,Presented but no response,NA,0
9,"$35,000 to $39,999",0,2
3,"$100,000 to $109,999",NA,2
NA,NA,NA,NA
8,"$140,000 to $149,999",NA,2
2,"$20,000 to $24,999",8,NA
3,"$25,000 to $29,999",NA,24
NA,NA,NA,NA
5,"$150,000 to $159,999",25,3
NA,NA,NA,NA
8,"$20,000 to $24,999",20,NA
4,"$130,000 to $139,999",NA,1
NA,NA,NA,NA
NA,NA,NA,NA
3,"$40,000 to $44,999",8,NA
5,"$50,000 to $59,999",NA,101
5,Presented but no response,1,NA
1,"$15,000 to $19,999",4,NA
10,"$120,000 to $129,999",48,1
6,"$45,000 to $49,999",NA,13
3,"$15,000 to $19,999",6,NA
3,NA,NA,NA
3,"$80,000 to $89,999",39,9
6,"$60,000 to $69,999",0,NA
5,"$5,000 to $9,999",NA,2
8,NA,NA,5
10,"$15,000 to $19,999",0,8
6,"$35,000 to $39,999",NA,2
10,"$100,000 to $109,999",NA,2
5,NA,NA,NA
7,"$35,000 to $39,999",0,NA
6,"$40,000 to $44,999",2,NA
6,Presented but no response,35,NA
7,"$10,000 to $14,999",3,NA
6,NA,NA,NA
5,"$20,000 to $24,999",5,NA
NA,NA,NA,NA
3,"$20,000 to $24,999",0,3
NA,NA,NA,NA
3,"$5,000 to $9,999",3,NA
4,Presented but no response,120,NA
NA,NA,NA,NA
7,"$40,000 to $44,999",0,4
4,"$25,000 to $29,999",NA,2
10,"$80,000 to $89,999",0,6
NA,NA,NA,NA
7,NA,NA,3
2,NA,NA,NA
NA,NA,NA,NA
4,"$90,000 to $99,999",0,NA
6,NA,NA,NA
6,"$40,000 to $44,999",10,13
NA,NA,NA,NA
7,"$90,000 to $99,999",40,3
8,"$20,000 to $24,999",NA,4
10,"$25,000 to $29,999",35,NA
2,"$40,000 to $44,999",NA,2
1,"$25,000 to $29,999",0,NA
2,"$30,000 to $34,999",NA,4
NA,NA,NA,NA
NA,NA,NA,NA
6,NA,NA,NA
7,NA,NA,NA
7,"$20,000 to $24,999",0,NA
7,"$140,000 to $149,999",NA,22
10,"$80,000 to $89,999",0,4
7,NA,NA,NA
9,"$15,000 to $19,999",NA,1
9,"$100,000 to $109,999",0,6
8,NA,NA,10
7,"$80,000 to $89,999",NA,1
6,NA,NA,NA
7,"$80,000 to $89,999",NA,2
5,"$20,000 to $24,999",3,NA
NA,NA,NA,NA
4,"$15,000 to $19,999",NA,NA
7,"$60,000 to $69,999",0,1
8,"$100,000 to $109,999",35,NA
4,"$30,000 to $34,999",38,1
4,"$40,000 to $44,999",0,3
8,"$90,000 to $99,999",NA,116
7,"$30,000 to $34,999",15,NA
10,"$40,000 to $44,999",8,NA
7,"$130,000 to $139,999",7,4
NA,NA,NA,NA
9,"$60,000 to $69,999",0,1
4,"$200,000 or more",4,NA
3,"$60,000 to $69,999",0,1
7,"$100,000 to $109,999",40,1
1,"$20,000 to $24,999",0,5
5,"$45,000 to $49,999",NA,20
6,"$50,000 to $59,999",0,2
7,"$50,000 to $59,999",NA,0
10,NA,NA,NA
1,"Under $5,000",NA,150
NA,NA,NA,NA
8,"$40,000 to $44,999",0,5
5,NA,NA,NA
10,"$150,000 to $159,999",8,NA
9,"$140,000 to $149,999",NA,10
NA,NA,NA,NA
4,"$80,000 to $89,999",NA,0
6,"$15,000 to $19,999",NA,1
NA,NA,NA,NA
4,"$30,000 to $34,999",NA,1
8,NA,NA,NA
8,NA,NA,NA
6,NA,NA,NA
8,NA,NA,NA
8,"$50,000 to $59,999",21,NA
7,NA,NA,NA
5,"$35,000 to $39,999",NA,50
NA,NA,NA,NA
4,"$60,000 to $69,999",0,NA
NA,NA,NA,NA
8,"$200,000 or more",NA,2
7,"$10,000 to $14,999",22,5
1,"$35,000 to $39,999",50,NA
NA,NA,NA,NA
10,"$140,000 to $149,999",50,NA
6,"$45,000 to $49,999",25,5
7,NA,NA,0
7,"$60,000 to $69,999",50,11
NA,NA,NA,NA
8,"$110,000 to $119,999",25,NA
8,"$30,000 to $34,999",NA,NA
5,"$45,000 to $49,999",NA,NA
8,"$60,000 to $69,999",5,12
9,"$10,000 to $14,999",1,NA
10,"$200,000 or more",20,2
NA,NA,NA,NA
6,"$20,000 to $24,999",10,NA
8,"$80,000 to $89,999",40,NA
5,"$45,000 to $49,999",7,20
7,"$160,000 to $169,999",NA,5
7,"$40,000 to $44,999",44,56
7,"$120,000 to $129,999",35,3
5,"$70,000 to $79,999",35,NA
2,Presented but no response,10,4
4,"$35,000 to $39,999",24,0
4,NA,NA,5
7,"$40,000 to $44,999",0,2
6,"$20,000 to $24,999",NA,19
NA,NA,NA,NA
4,"$35,000 to $39,999",38,1
8,"$70,000 to $79,999",8,NA
9,"$80,000 to $89,999",NA,1
6,"$45,000 to $49,999",NA,3
5,"$90,000 to $99,999",NA,0
8,"$180,000 to $189,999",30,NA
NA,NA,NA,NA
7,NA,NA,NA
5,"$5,000 to $9,999",24,NA
1,"$45,000 to $49,999",0,NA
10,NA,NA,5
4,"$15,000 to $19,999",3,3
7,"$120,000 to $129,999",35,2
2,"$30,000 to $34,999",NA,1
2,"$180,000 to $189,999",0,NA
NA,NA,NA,NA
10,"$30,000 to $34,999",0,10
NA,NA,NA,NA
5,Presented but no response,24,5
9,NA,NA,NA
8,"$130,000 to $139,999",0,0
NA,NA,NA,NA
10,"$130,000 to $139,999",NA,80
5,"$60,000 to $69,999",5,NA
5,NA,NA,NA
4,"$120,000 to $129,999",35,4
5,"$20,000 to $24,999",36,NA
10,"$35,000 to $39,999",40,5
7,"$45,000 to $49,999",3,4
5,"$15,000 to $19,999",NA,8
NA,NA,NA,NA
1,NA,NA,4
2,"$100,000 to $109,999",40,NA
7,"$130,000 to $139,999",NA,3
7,"$70,000 to $79,999",8,0
6,"$40,000 to $44,999",33,NA
NA,NA,NA,NA
6,NA,NA,NA
5,"$40,000 to $44,999",15,NA
6,Presented but no response,30,NA
5,"$100,000 to $109,999",40,NA
3,"$160,000 to $169,999",41,3
4,"$60,000 to $69,999",NA,1
5,"$80,000 to $89,999",0,1
7,"$20,000 to $24,999",8,NA
5,NA,NA,NA
7,"$190,000 to $199,999",NA,5
9,"$90,000 to $99,999",0,2
7,"$70,000 to $79,999",40,2
2,"$45,000 to $49,999",20,2
6,NA,NA,8
NA,NA,NA,NA
6,"$20,000 to $24,999",12,2
7,"$100,000 to $109,999",40,2
6,"$20,000 to $24,999",NA,2
NA,Presented but no response,NA,NA
8,NA,NA,NA
6,"$20,000 to $24,999",NA,2
NA,NA,NA,NA
7,NA,NA,NA
NA,NA,NA,NA
8,"$45,000 to $49,999",58,NA
6,NA,NA,4
NA,NA,NA,2
3,NA,NA,3
4,"$60,000 to $69,999",0,0
10,"$200,000 or more",NA,25
2,"$5,000 to $9,999",0,0
10,"$5,000 to $9,999",NA,76
5,"$45,000 to $49,999",7,20
4,"$80,000 to $89,999",30,NA
1,"$30,000 to $34,999",7,NA
2,"$25,000 to $29,999",NA,1
4,"$20,000 to $24,999",0,1
5,NA,NA,0
5,"$60,000 to $69,999",NA,0
4,"$70,000 to $79,999",0,0
NA,NA,NA,NA
5,"$100,000 to $109,999",80,NA
NA,NA,NA,NA
7,NA,NA,10
8,NA,NA,NA
8,"$110,000 to $119,999",30,NA
8,"$200,000 or more",10,10
9,"$70,000 to $79,999",NA,1
1,"$15,000 to $19,999",0,0
7,Presented but no response,NA,NA
6,"$150,000 to $159,999",37,2
NA,NA,NA,NA
5,Presented but no response,0,0
9,NA,NA,NA
5,"Under $5,000",56,2
4,"$80,000 to $89,999",35,1
8,"$140,000 to $149,999",NA,3
10,NA,NA,NA
10,NA,NA,NA
5,"$50,000 to $59,999",8,NA
1,"$20,000 to $24,999",3,NA
5,NA,NA,NA
1,NA,10,NA
9,NA,NA,NA
5,"$45,000 to $49,999",NA,20
NA,NA,NA,NA
10,NA,NA,NA
7,"$100,000 to $109,999",35,NA
8,Presented but no response,NA,5
10,"$60,000 to $69,999",0,2
NA,NA,NA,NA
6,"$25,000 to $29,999",NA,5
NA,NA,NA,NA
NA,NA,NA,NA
6,NA,NA,NA
8,"$140,000 to $149,999",30,NA
9,"$70,000 to $79,999",NA,3
10,NA,NA,NA
6,NA,NA,NA
5,NA,NA,NA
10,"$20,000 to $24,999",0,14
2,"$10,000 to $14,999",0,2
7,"$50,000 to $59,999",NA,NA
7,NA,NA,NA
4,"$5,000 to $9,999",30,NA
9,Presented but no response,35,6
1,"$20,000 to $24,999",0,NA
1,NA,NA,NA
1,NA,NA,NA
4,Presented but no response,6,NA
5,"$160,000 to $169,999",15,0
10,"$40,000 to $44,999",48,NA
7,NA,NA,NA
NA,NA,NA,NA
2,NA,NA,NA
4,"$70,000 to $79,999",20,NA
2,NA,NA,NA
5,"$120,000 to $129,999",NA,0
10,"$70,000 to $79,999",12,5
6,"$200,000 or more",NA,2
1,"Under $5,000",NA,1
3,NA,NA,NA
7,"$70,000 to $79,999",NA,4
NA,NA,NA,NA
NA,NA,NA,NA
7,"$35,000 to $39,999",25,NA
7,NA,NA,NA
7,NA,NA,NA
7,"$50,000 to $59,999",40,1
1,"$50,000 to $59,999",30,NA
6,"$15,000 to $19,999",6,NA
6,"$80,000 to $89,999",8,NA
NA,NA,NA,NA
6,"$60,000 to $69,999",NA,NA
10,"$140,000 to $149,999",0,3
7,NA,NA,NA
NA,NA,NA,NA
6,"$5,000 to $9,999",8,NA
3,"$50,000 to $59,999",40,NA
9,"$90,000 to $99,999",35,3
6,"$40,000 to $44,999",6,NA
NA,NA,NA,NA
8,"$45,000 to $49,999",37,14
10,"$15,000 to $19,999",20,NA
3,"$15,000 to $19,999",0,3
7,Presented but no response,NA,NA
7,"$25,000 to $29,999",NA,7
NA,NA,NA,NA
8,NA,NA,NA
9,Presented but no response,5,NA
8,Presented but no response,NA,4
10,"$30,000 to $34,999",35,NA
2,"$45,000 to $49,999",15,NA
7,"$200,000 or more",50,2
NA,NA,NA,NA
8,Presented but no response,NA,NA
10,"$35,000 to $39,999",40,NA
6,Presented but no response,42,10
3,"$40,000 to $44,999",NA,1
9,"$40,000 to $44,999",0,5
1,NA,NA,NA
6,"$50,000 to $59,999",0,3
5,Presented but no response,0,NA
7,"$15,000 to $19,999",10,NA
7,"$200,000 or more",NA,3
10,"$30,000 to $34,999",0,10
4,"$20,000 to $24,999",NA,30
7,"$45,000 to $49,999",37,NA
NA,NA,NA,NA
4,NA,NA,NA
8,"$70,000 to $79,999",NA,11
8,"$25,000 to $29,999",0,1
NA,NA,NA,NA
7,"$50,000 to $59,999",0,3
4,NA,NA,NA
NA,NA,NA,NA
8,"$80,000 to $89,999",NA,3
7,"$15,000 to $19,999",NA,6
3,Presented but no response,NA,1
NA,NA,NA,NA
6,"$15,000 to $19,999",0,0
9,"$80,000 to $89,999",8,NA
6,"$20,000 to $24,999",NA,31
4,NA,NA,NA
7,"$50,000 to $59,999",NA,2
1,"$10,000 to $14,999",8,NA
10,"$15,000 to $19,999",8,NA
NA,Presented but no response,3,NA
4,"$50,000 to $59,999",0,NA
7,NA,NA,12
7,"$25,000 to $29,999",22,1
1,"$10,000 to $14,999",NA,0
8,"$100,000 to $109,999",0,4
8,NA,NA,NA
7,"$15,000 to $19,999",NA,2
5,"$100,000 to $109,999",NA,0
5,"$140,000 to $149,999",NA,3
NA,NA,NA,NA
7,"$10,000 to $14,999",0,2
5,"$60,000 to $69,999",35,3
NA,NA,NA,NA
10,NA,NA,NA
10,Presented but no response,0,NA
3,"$10,000 to $14,999",NA,3
9,NA,NA,NA
6,"$35,000 to $39,999",10,8
NA,NA,NA,1
7,"$20,000 to $24,999",NA,134
6,"$140,000 to $149,999",35,7
5,NA,NA,NA
6,"$110,000 to $119,999",15,5
4,"$20,000 to $24,999",0,2
NA,Presented but no response,NA,NA
6,"$70,000 to $79,999",NA,0
6,"$70,000 to $79,999",NA,NA
5,"$50,000 to $59,999",20,NA
5,"$50,000 to $59,999",40,5
10,"$70,000 to $79,999",0,NA
6,NA,NA,NA
5,"$200,000 or more",6,NA
NA,NA,NA,NA
8,NA,NA,NA
5,NA,NA,NA
6,"$30,000 to $34,999",0,NA
NA,NA,NA,NA
8,"$70,000 to $79,999",40,15
7,NA,NA,NA
4,NA,NA,2
1,"$80,000 to $89,999",0,2
NA,NA,NA,NA
8,NA,NA,NA
8,NA,NA,NA
7,"$180,000 to $189,999",60,NA
NA,NA,NA,NA
8,"$30,000 to $34,999",1,NA
NA,NA,NA,NA
10,NA,NA,NA
NA,NA,NA,NA
6,"$60,000 to $69,999",35,1
7,NA,NA,NA
7,NA,NA,NA
4,"Under $5,000",NA,5
7,"$20,000 to $24,999",NA,14
8,"$30,000 to $34,999",0,NA
7,NA,NA,NA
8,NA,NA,NA
8,"$200,000 or more",45,8
9,"$140,000 to $149,999",40,2
10,NA,NA,NA
5,NA,NA,NA
4,NA,NA,NA
8,"$80,000 to $89,999",NA,6
8,"$140,000 to $149,999",NA,3
6,"$60,000 to $69,999",30,2
7,"$45,000 to $49,999",6,NA
NA,NA,NA,NA
6,"$45,000 to $49,999",NA,6
8,"$90,000 to $99,999",30,NA
7,"$45,000 to $49,999",40,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
NA,NA,NA,NA
1,"$25,000 to $29,999",0,0
8,NA,NA,NA
5,NA,NA,2
8,"$140,000 to $149,999",NA,2
5,Presented but no response,NA,NA
8,"$70,000 to $79,999",50,0
8,"$35,000 to $39,999",16,2
6,"$5,000 to $9,999",NA,0
5,NA,NA,NA
8,"$40,000 to $44,999",39,NA
9,"$30,000 to $34,999",35,NA
NA,NA,NA,NA
4,"$80,000 to $89,999",4,NA
8,Presented but no response,6,NA
3,"$45,000 to $49,999",NA,0
5,"$20,000 to $24,999",0,NA
7,"$30,000 to $34,999",0,NA
7,"$20,000 to $24,999",0,2
7,Presented but no response,NA,NA
1,"$20,000 to $24,999",0,1
7,NA,NA,NA
4,Presented but no response,0,NA
7,"$30,000 to $34,999",0,3
8,"$160,000 to $169,999",10,4
4,"$15,000 to $19,999",NA,0
7,"$20,000 to $24,999",0,NA
10,NA,NA,NA
9,Presented but no response,NA,5
3,NA,NA,1
5,"$130,000 to $139,999",20,NA
9,"$45,000 to $49,999",10,3
5,"$80,000 to $89,999",NA,2
3,"$150,000 to $159,999",40,0
3,NA,NA,NA
NA,NA,NA,NA
6,"$60,000 to $69,999",NA,4
4,NA,NA,NA
NA,NA,NA,NA
8,"$70,000 to $79,999",40,NA
9,"$190,000 to $199,999",3,12
7,"Under $5,000",NA,1
4,"$20,000 to $24,999",0,NA
5,NA,NA,NA
5,"$15,000 to $19,999",NA,1
NA,NA,NA,NA
1,NA,NA,NA
10,"$45,000 to $49,999",0,0
6,NA,NA,NA
5,"$50,000 to $59,999",NA,1
5,"$70,000 to $79,999",20,NA
6,NA,35,NA
4,"$40,000 to $44,999",7,NA
NA,NA,NA,NA
NA,NA,NA,NA
6,"$10,000 to $14,999",2,NA
6,"$170,000 to $179,999",40,1
5,"$40,000 to $44,999",0,0
NA,NA,NA,NA
1,"$25,000 to $29,999",5,NA
4,"$150,000 to $159,999",20,NA
8,NA,NA,NA
10,"$30,000 to $34,999",NA,4
3,NA,NA,NA
3,NA,NA,NA
8,"$90,000 to $99,999",30,2
10,"$30,000 to $34,999",NA,2
4,NA,NA,NA
5,"$10,000 to $14,999",8,NA
9,"$110,000 to $119,999",0,3
1,"$40,000 to $44,999",10,0
7,"$35,000 to $39,999",0,5
5,NA,NA,NA
3,"$45,000 to $49,999",NA,4
10,"$20,000 to $24,999",8,NA
8,NA,NA,NA
8,"$200,000 or more",60,NA
8,NA,NA,NA
10,Presented but no response,NA,NA
NA,NA,NA,NA
5,"$35,000 to $39,999",NA,0
6,"$20,000 to $24,999",NA,8
